,product_name,manufacturer,price,product_description,euro
142,LEGO¨ Superheroesª - Iron Man 3 - Mk 17 Armour Minifigure,LEGO,£19.95,Brand New Mint Condition Minifigure with Accessories/Weapons where applicable/shown,22.14
143,LEGO Minifigures Series 8 - COWGIRL (opened pack),LEGO,£8.95,LEGO Collectable Minifigures: Cowgirl Minifigure (Series 8),9.93
144,Lego 41048 Friends - Lion Cub Oasis,LEGO,£7.29,Lego - Friends - Lion Cub OasisThe little lion cub wears a pink bow and sits comfortably on a colourful oasis. The shady spot and the bone make the home comfortable.,8.09
145,LEGO Collectable Minifigures: Crash Test Dummy Minifigure (Series 1) (Bagged),LEGO,£9.99,LEGO Collectable Minifigures: Crash Test Dummy Minifigure (Series 1) (Bagged),11.09
146,Lego Minifigures Series 10: Roman Commander,LEGO,£10.95,LEGO Collectable Minifigures: Roman Commander Minifigure (Series 10),12.15
147,LEGO Ninjago: Kai Rebooted Minifigure,LEGO,£14.95,LEGO Ninjago: Kai Rebooted Minifigure,16.59
148,71001 LEGO Minifigures Series 10 - Complete Set of 16,LEGO,,,0.0
149,LEGO Ninjago: minifigure Cole (black Ninja) with golden Kendo stick novelty 2015,LEGO,£9.95,Lego ninjago minigigure Cole with golden kendo stick,11.04
150,LEGO Ninjago: Cole ZX (Zen Extreme) Minifigure,LEGO,£4.40,LEGO Ninjago: Cole ZX (Zen Extreme) Minifigure,4.88
151,Lego Minifigure - Series 12 - Rock Star - 71007,LEGO,£3.24,,3.6
152,Lego Marvel Super Heroes Doc Ock Lego Minifigure,LEGO,£14.72,Standard Lego figure - Approx 45mm x 15mm x 5mm **THIS IS A SMALL ITEM**,16.34
153,LEGO Indiana Jones: Marion Ravenwood (Red and White Outfit) Minifigure,LEGO,£11.95,LEGO Indiana Jones: Marion Ravenwood (Red and White Outfit) Minifigure,13.26
154,LEGO Minifigures Series 9 MERMAID (Opened Packet),LEGO,£9.95,LEGO Collectable Minifigures: Mermaid Minifigure (Series 9),11.04
155,Lego Series 15 Minifigures 71011 (Animal Control LEGO Figure (lego series 15 71011)),LEGO,£6.95,,7.71
156,LEGO Collectable Minifigures: Hazmat Guy Minifigure (Series 4),LEGO,£14.65,-,16.26
157,LEGO Ninjago: Jay (blue ninja) Minifigure with katana (sword) 2015 version,LEGO,£8.23,Brand new item without original packaging,9.14
158,LEGO Pirates of the Caribbean: Captain Jack Sparrow with Tricorne Minifigure,LEGO,£8.20,LEGO Pirates of the Caribbean: Captain Jack Sparrow with Tricorne Minifigure,9.1
159,LEGO Minifigures Series 5 - GANGSTER,LEGO,£9.95,LEGO Collectable Minifigures: Gangster Minifigure (Series 5),11.04
160,LEGO Ninjago : Zane minifigure Titanium (Silver Ninja) with shoulder armor and two katana (sword) NEW 2015,LEGO,£10.49,Figure is about 5 cm tall.,11.64
161,GENUINE Lego DC Super Heroes DEATHSTROKE Minifigure - SH194 SPLIT from 76034 Set,LEGO,£9.76,Approx 45mm x 15mm x 5mm,10.83
162,LEGO Minifigures Series 9 CHICKENSUITGUY (opened packet),LEGO,£14.41,LEGO Collectable Minifigures: Chicken Suit Guy Minifigure (Series 9),16.0
163,Lego Minifigure - Series 12 - Jester - 71007,LEGO,£6.75,,7.49
164,LEGO Minifigures Series 11 Barbarian Mini Figure,LEGO,£3.57,LEGO Collectable Minifigures: Barbarian Minifigure (Series 11),3.96
165,"The Lego Movie - 71004 - Marsha, Queen of the Mermaids Minifigure",LEGO,£8.58,"""Does anybody have any extra transparent blue bricks?"" You don't need to have legs to be a Master Builder! With the help of her creative imagination, the Mermaid Queen has assembled an entire underwater realm for herself and her mermaid pals. Brick by brick, she builds colorful coral reefs, fields of waving seaweed, and an almost endless variety of fish and other sea life. But not even the deep brick sea is safe from Lord Business's wicked plan. Now she is in hiding like her fellow Master Builders, waiting for the signal to gather and unite behind the prophesied hero known only as the Special!",9.52
166,LEGO® Super Heroes: Iron Man Minifigure (Mark 6),LEGO,£18.95,LEGO Super Heroes: Iron Man (Mark 6) Minifigure,21.03
167,LEGO Minifigures Series 8 - SANTA,LEGO,£8.44,LEGO Collectable Minifigures: Santa Minifigure (Series 8),9.37
168,LEGO® Ninjago - Cole ZX Minifigure,LEGO,£12.78,Figure is about 5cm tall.,14.19
169,LEGO Star Wars 75050: B-Wing,LEGO,,"Product Description Play out epic scenes from Star Wars: Episode VI Return of the Jedi and other thrilling space battles with the B-wing! Rotate the cockpit so the pilot always has a clear view ahead. Rev up the 4 huge engines to power through the galaxy and fire the spring-loaded shooters to repel Imperial attacks. Adjust the wings from the iconic cross shape for flight or landing mode. Includes 3 minifigures with assorted weapons and an accessory: Ten Numb, Gray Squadron Pilot and General Airen Cracken. Box Contains 1 x 3 minifigures with assorted weapons and an accessory: Ten Numb, Gray Squadron Pilot and General Airen Cracken",0.0
170,LEGO Clikits 7513: Ultimate Design Studio,LEGO,£40.35,LEGO Clikits 7513: Ultimate Design Studio,44.79
